artist,country,lineage
The Jadu,South Korean,Asian
P.O.P,South Korean,Asian
Category:After School  members,South Korean,Asian
Mikey,South Korean,Asian
Category:Sistar members,South Korean,Asian
Goofy,South Korean,Asian
DreamNote,South Korean,Asian
Sorea Band,South Korean,Asian
Sunny Days ,South Korean,Asian
Louie,South Korean,Asian
Kim Tae-woo,South Korean,Asian
Soojin ,South Korean,Asian
Hana ,South Korean,Asian
Kang Sung-hoon,South Korean,Asian
Boyfriend ,South Korean,Asian
Lee Jae-won ,South Korean,Asian
Jimin,South Korean,Asian
Brother Su,South Korean,Asian
LE,South Korean,Asian
Bang Yong-guk,South Korean,Asian
Geeks,South Korean,Asian
NC.A,South Korean,Asian
Sunwoo Jung-a,South Korean,Asian
Kevin Moon,South Korean,Asian
Shin Jung-hyeon,South Korean,Asian
E Sens,South Korean,Asian
Redsquare,South Korean,Asian
Yeri ,South Korean,Asian
Choi Soo-eun,South Korean,Asian
Dynamic Duo,South Korean,Asian
Kang Susie,South Korean,Asian
Noizegarden ,South Korean,Asian
The Blue,South Korean,Asian
Kim Seol-hyun,South Korean,Asian
Hui ,South Korean,Asian
Lee Gun-woo,South Korean,Asian
Jung Seung-hwan ,South Korean,Asian
Lee Sang-hoon,South Korean,Asian
Seoul Philharmonic Orchestra,South Korean,Asian
Tony Ahn,South Korean,Asian
Lee Sung-jong,South Korean,Asian
F.Cuz,South Korean,Asian
Bassagong,South Korean,Asian
Pristin V,South Korean,Asian
Garion,South Korean,Asian
Yugyeom,South Korean,Asian
Kim Hyun-jung,South Korean,Asian
Namgida Band,South Korean,Asian
Pia ,South Korean,Asian
Led Apple,South Korean,Asian
Ryu Si-won,South Korean,Asian
Hyeongseop X Euiwoong,South Korean,Asian
Boo Seung-kwan,South Korean,Asian
Lee Seung-gi,South Korean,Asian
D.Holic,South Korean,Asian
Ken,South Korean,Asian
Elo ,South Korean,Asian
Kara,South Korean,Asian
Kevin Woo,South Korean,Asian
Sung Si-kyung,South Korean,Asian
MC Mong,South Korean,Asian
Good Day ,South Korean,Asian
Jo Hye-ryun,South Korean,Asian
Yesung,South Korean,Asian
Mind U,South Korean,Asian
Fei ,South Korean,Asian
Soy Kim,South Korean,Asian
MAP6,South Korean,Asian
Park Wan-kyu,South Korean,Asian
KNK ,South Korean,Asian
Lee Dae-hwi,South Korean,Asian
Yummy Tone,South Korean,Asian
Delispice,South Korean,Asian
Speed ,South Korean,Asian
Heo Sol-ji,South Korean,Asian
Apollo 18,South Korean,Asian
Broken Valentine,South Korean,Asian
Bewhy,South Korean,Asian
Noel ,South Korean,Asian
Hwang Chan-sung,South Korean,Asian
Wanted ,South Korean,Asian
Yoon Bo-ra,South Korean,Asian
Na Hae-ryung,South Korean,Asian
List of awards and nominations received by Taeyeon,South Korean,Asian
List of songs written and produced by Jeon So-yeon,South Korean,Asian
Cheetah,South Korean,Asian
Sistar19,South Korean,Asian
MAP6 ,South Korean,Asian
Spica ,South Korean,Asian
Blackpink,South Korean,Asian
Youra,South Korean,Asian
GreatGuys,South Korean,Asian
Seo Hyun-jin,South Korean,Asian
Park Hye-su,South Korean,Asian
10cm ,South Korean,Asian
Sunny ,South Korean,Asian
HNB,South Korean,Asian
Paloalto,South Korean,Asian
Vibe,South Korean,Asian
F(x),South Korean,Asian
Favorite ,South Korean,Asian
MCND,South Korean,Asian
Yumdda,South Korean,Asian
Rux,South Korean,Asian
Bestie ,South Korean,Asian
Kim Jong-seo,South Korean,Asian
Gaho,South Korean,Asian
NCT ,South Korean,Asian
Somin ,South Korean,Asian
Hippy Was Gipsy,South Korean,Asian
Roh Ji-hoon,South Korean,Asian
Kiggen,South Korean,Asian
AOA ,South Korean,Asian
Han Tong-il,South Korean,Asian
Zico,South Korean,Asian
Purple Rain ,South Korean,Asian
Bolbbalgan4,South Korean,Asian
Big Brain,South Korean,Asian
Park Soo-ah,South Korean,Asian
Gaeko,South Korean,Asian
Hanhae,South Korean,Asian
Punch,South Korean,Asian
Kim Jung-mo,South Korean,Asian
Drug Restaurant,South Korean,Asian
2PM,South Korean,Asian
Mijoo,South Korean,Asian
MayBee,South Korean,Asian
Toy ,South Korean,Asian
Shin Hye-jeong,South Korean,Asian
Jeong Se-woon,South Korean,Asian
Michelle Lee ,South Korean,Asian
Gun,South Korean,Asian
Untouchable ,South Korean,Asian
Jung Jin-young,South Korean,Asian
Son Seung-yeon,South Korean,Asian
Johan Kim,South Korean,Asian
Hotshot ,South Korean,Asian
Sleepy,South Korean,Asian
Kino ,South Korean,Asian
Kim Ja-ok,South Korean,Asian
Jungkook,South Korean,Asian
Natty,South Korean,Asian
Park Jung-ah,South Korean,Asian
KNK,South Korean,Asian
Daybreak,South Korean,Asian
Yoo Ara,South Korean,Asian
Nine Muses ,South Korean,Asian
Kim Jin-woo,South Korean,Asian
Jang Sa-ik,South Korean,Asian
Shin Dong-ho,South Korean,Asian
Joo,South Korean,Asian
Shin Hae-chul,South Korean,Asian
Chakra,South Korean,Asian
MVP,South Korean,Asian
Cleo,South Korean,Asian
5urprise,South Korean,Asian
DKB ,South Korean,Asian
Exo ,South Korean,Asian
Ailee,South Korean,Asian
Kim Hyun-sik,South Korean,Asian
Gummy ,South Korean,Asian
Park Gyu-ri,South Korean,Asian
I.B.I,South Korean,Asian
Argon,South Korean,Asian
Lee Nan-young,South Korean,Asian
Yoo Seung-woo,South Korean,Asian
Ryan S. Jhun,South Korean,Asian
Kassy,South Korean,Asian
Category:Miss A members,South Korean,Asian
One Way ,South Korean,Asian
BamBam ,South Korean,Asian
Rumble Fish ,South Korean,Asian
Black Eyed Pilseung,South Korean,Asian
Treasure,South Korean,Asian
Jewelry ,South Korean,Asian
Kim Hyo-yeon,South Korean,Asian
Jerry.K,South Korean,Asian
P.O.P ,South Korean,Asian
Puretty,South Korean,Asian
Z.Hera,South Korean,Asian
Park Jung-geun,South Korean,Asian
Jung Joon-young,South Korean,Asian
Peppertones,South Korean,Asian
Jungyup,South Korean,Asian
Kim Chanmi,South Korean,Asian
DMTN,South Korean,Asian
Hyukoh,South Korean,Asian
Sim Soo-bong,South Korean,Asian
Kim Bum-soo,South Korean,Asian
SM the Ballad,South Korean,Asian
Seventeen ,South Korean,Asian
The Boss ,South Korean,Asian
I.M,South Korean,Asian
Cho Seung-hee,South Korean,Asian
Dreamcatcher,South Korean,Asian
Epik High,South Korean,Asian
Kang Min-kyung,South Korean,Asian
We Are The Night ,South Korean,Asian
Vibe ,South Korean,Asian
Kim Bum,South Korean,Asian
Exo-SC,South Korean,Asian
Orbit,South Korean,Asian
Love X Stereo,South Korean,Asian
Loveholics,South Korean,Asian
I.B.I ,South Korean,Asian
M.I.B,South Korean,Asian
NeonPunch,South Korean,Asian
Andrew Choi,South Korean,Asian
Moon Taeil ,South Korean,Asian
Jang Woo-hyuk,South Korean,Asian
Yoo So-young,South Korean,Asian
Rowoon,South Korean,Asian
Kim Gun-mo,South Korean,Asian
Oh Jong-hyuk,South Korean,Asian
Milk,South Korean,Asian
Jay,South Korean,Asian
Park Yoo-chun,South Korean,Asian
Kim Yo-han,South Korean,Asian
Pearl ,South Korean,Asian
Papaya,South Korean,Asian
Sana,South Korean,Asian
A-Jax,South Korean,Asian
Alexander Lee,South Korean,Asian
Maya,South Korean,Asian
Kino,South Korean,Asian
Raina,South Korean,Asian
Paran,South Korean,Asian
Jihyo,South Korean,Asian
Choi Si-won,South Korean,Asian
Samuel ,South Korean,Asian
JQT,South Korean,Asian
BDC,South Korean,Asian
N-Train,South Korean,Asian
Duble Sidekick,South Korean,Asian
Xiumin,South Korean,Asian
Hello Venus,South Korean,Asian
Category:Wonder Girls members,South Korean,Asian
Yang Seung-ho,South Korean,Asian
C Jamm,South Korean,Asian
D.ana,South Korean,Asian
Weki Meki,South Korean,Asian
Viki,South Korean,Asian
Mamamoo,South Korean,Asian
Bona,South Korean,Asian
Park Moon-young,South Korean,Asian
Shim Mina,South Korean,Asian
Choi Yu-jin,South Korean,Asian
RabidAnce,South Korean,Asian
Lee Jae-jin,South Korean,Asian
Yoo Gun-hyung,South Korean,Asian
BtoB 4U,South Korean,Asian
Kim Wol-ha,South Korean,Asian
Lee Sung-min ,South Korean,Asian
Jo Kwang-min,South Korean,Asian
Masta Wu,South Korean,Asian
Category:F(x),South Korean,Asian
Park Soo-jin,South Korean,Asian
Baekho ,South Korean,Asian
HarryBigButton,South Korean,Asian
M4M ,South Korean,Asian
Kim Ji-hyun ,South Korean,Asian
SM The Performance,South Korean,Asian
Busters ,South Korean,Asian
Big Star,South Korean,Asian
Mighty Mouth,South Korean,Asian
Songgolmae,South Korean,Asian
Kim Jung-sook,South Korean,Asian
N-Sonic,South Korean,Asian
The Great Seungri,South Korean,Asian
Yoo Young-jae,South Korean,Asian
Trouble Maker,South Korean,Asian
MC Sniper,South Korean,Asian
Hani ,South Korean,Asian
Category:AKMU members,South Korean,Asian
Yoo Yeon-jung,South Korean,Asian
Solar,South Korean,Asian
Eve,South Korean,Asian
Park Hyun-bin,South Korean,Asian
Seulgi ,South Korean,Asian
Brave Girls,South Korean,Asian
The RockTigers,South Korean,Asian
Kwak Jin-eon,South Korean,Asian
A-Prince,South Korean,Asian
Category:SS501 members,South Korean,Asian
Chae Bo-hun,South Korean,Asian
2NISE,South Korean,Asian
Sultan of the Disco,South Korean,Asian
GD & TOP,South Korean,Asian
Serri ,South Korean,Asian
Supreme Team ,South Korean,Asian
Turtles,South Korean,Asian
Miss A,South Korean,Asian
Fiestar,South Korean,Asian
Category:Pentagon  members,South Korean,Asian
Ok Taec-yeon,South Korean,Asian
Code Kunst,South Korean,Asian
S.E.S. ,South Korean,Asian
Keith Ape,South Korean,Asian
Kisum,South Korean,Asian
Idiotape,South Korean,Asian
Refund Sisters,South Korean,Asian
Choi Hyun-suk,South Korean,Asian
Samuel Youn,South Korean,Asian
Red Velvet,South Korean,Asian
Lee Eun-mi,South Korean,Asian
MosPick,South Korean,Asian
The Solutions,South Korean,Asian
Han Yo-han,South Korean,Asian
G2,South Korean,Asian
Category:Girls' Generation members,South Korean,Asian
David Oh ,South Korean,Asian
List of South Korean idol groups,South Korean,Asian
Black Nut,South Korean,Asian
DinDin,South Korean,Asian
Tei ,South Korean,Asian
Min Woo-hyuk,South Korean,Asian
Han Seung-yeon,South Korean,Asian
Jessi,South Korean,Asian
Park Si-hwan,South Korean,Asian
Bae Ho,South Korean,Asian
Vodka Rain,South Korean,Asian
Bandage ,South Korean,Asian
Mithra Jin,South Korean,Asian
Category:Secret,South Korean,Asian
Untouchable,South Korean,Asian
Second Moon,South Korean,Asian
Argon ,South Korean,Asian
Typhoon,South Korean,Asian
MOBB,South Korean,Asian
Crash,South Korean,Asian
Miryo,South Korean,Asian
Celeb Five,South Korean,Asian
Kim Heechul & Kim Jungmo,South Korean,Asian
Lucid Fall,South Korean,Asian
Park Hyung-sik,South Korean,Asian
Chae Yeon,South Korean,Asian
Ha Dong-kyun,South Korean,Asian
K/DA,South Korean,Asian
Lee Jun-ho,South Korean,Asian
Raina ,South Korean,Asian
Psy,South Korean,Asian
Kim So-hee,South Korean,Asian
Park Sang-min ,South Korean,Asian
Yeon Woo,South Korean,Asian
Yuto Adachi,South Korean,Asian
Iron,South Korean,Asian
WJMK,South Korean,Asian
Romantic Punch,South Korean,Asian
Young-hu Kim,South Korean,Asian
Category:Twice  members,South Korean,Asian
Nam Gyu-ri,South Korean,Asian
Onew,South Korean,Asian
Basick,South Korean,Asian
Yohan ,South Korean,Asian
Lee Chae-ryeong,South Korean,Asian
Yebin,South Korean,Asian
Euna Kim,South Korean,Asian
Chae Ri-na,South Korean,Asian
Crying Nut,South Korean,Asian
Hongseok,South Korean,Asian
Nemesis ,South Korean,Asian
Bucheon Philharmonic Orchestra,South Korean,Asian
Nam Hyun-joon,South Korean,Asian
Twlv,South Korean,Asian
Song Won-geun,South Korean,Asian
MSG Wannabe,South Korean,Asian
Jang Yoon-jeong ,South Korean,Asian
Cross Gene,South Korean,Asian
Lee Byung-hun,South Korean,Asian
Ugly Duck,South Korean,Asian
Ha Sung-woon,South Korean,Asian
Lee Jung,South Korean,Asian
2Eyes,South Korean,Asian
Colde,South Korean,Asian
EvoL,South Korean,Asian
Moon Joon-young,South Korean,Asian
Punchnello,South Korean,Asian
Hani,South Korean,Asian
Jiyul,South Korean,Asian
Sookmyung Gayageum Orchestra,South Korean,Asian
Yoon Min-soo,South Korean,Asian
Arin ,South Korean,Asian
Shinchireem,South Korean,Asian
S,South Korean,Asian
K'Pop ,South Korean,Asian
Heo Young-ji,South Korean,Asian
Rosé,South Korean,Asian
NRG ,South Korean,Asian
Boi B,South Korean,Asian
Lee Jung-hyun,South Korean,Asian
Nancy,South Korean,Asian
Kim Sa-rang,South Korean,Asian
Mad Clown,South Korean,Asian
Woody,South Korean,Asian
Mink,South Korean,Asian
Lucky J,South Korean,Asian
Han Dong-geun,South Korean,Asian
Dawon ,South Korean,Asian
Iz*One,South Korean,Asian
Masc,South Korean,Asian
The Koxx,South Korean,Asian
15&,South Korean,Asian
Kangta,South Korean,Asian
Jung Seung-hwan,South Korean,Asian
Jun. K,South Korean,Asian
Danny Ahn,South Korean,Asian
The Rose ,South Korean,Asian
B.A.P,South Korean,Asian
Sulli,South Korean,Asian
Dana ,South Korean,Asian
Lee Jin,South Korean,Asian
Choi Min-ho,South Korean,Asian
Se So Neon,South Korean,Asian
Cignature,South Korean,Asian
Coed School ,South Korean,Asian
X1 ,South Korean,Asian
After School ,South Korean,Asian
Sori,South Korean,Asian
J-Hope,South Korean,Asian
Shin Sung-woo,South Korean,Asian
Wonho,South Korean,Asian
Sechs Kies,South Korean,Asian
B.O.Y,South Korean,Asian
Lee Tzsche,South Korean,Asian
The Rose,South Korean,Asian
2AM ,South Korean,Asian
Sunhae Im,South Korean,Asian
Ryu Hwa-young,South Korean,Asian
TVXQ,South Korean,Asian
Solbi,South Korean,Asian
Joo Jong-hyuk,South Korean,Asian
Serri,South Korean,Asian
Vittoria Yeo,South Korean,Asian
Category:Super Junior-H members,South Korean,Asian
Wink,South Korean,Asian
Brown Eyed Soul,South Korean,Asian
Hyuna,South Korean,Asian
N.Flying,South Korean,Asian
Lee Su-hyun,South Korean,Asian
Category:Pentagon,South Korean,Asian
Song Hae,South Korean,Asian
Eve ,South Korean,Asian
Hahm Eun-jung,South Korean,Asian
Category:TVXQ members,South Korean,Asian
Deux,South Korean,Asian
Unpretty Rapstar,South Korean,Asian
Lai Kuan-lin,South Korean,Asian
Garion ,South Korean,Asian
Saturday ,South Korean,Asian
Rainbow,South Korean,Asian
Lee Sung-min,South Korean,Asian
The Grace ,South Korean,Asian
W24,South Korean,Asian
Hwang Kwang-hee,South Korean,Asian
Battle ,South Korean,Asian
Lee Chang-min,South Korean,Asian
Daybreak ,South Korean,Asian
Kiss,South Korean,Asian
Buzz ,South Korean,Asian
JtL,South Korean,Asian
Primary,South Korean,Asian
Im Si-wan,South Korean,Asian
Category:2PM members,South Korean,Asian
List of songs recorded by Taeyeon,South Korean,Asian
Lee Tae-yong,South Korean,Asian
No Brain,South Korean,Asian
N ,South Korean,Asian
BRLLNT,South Korean,Asian
Rubber Duckie ,South Korean,Asian
Category:Red Velvet  members,South Korean,Asian
5tion,South Korean,Asian
M. Street,South Korean,Asian
QBS,South Korean,Asian
DIA ,South Korean,Asian
Shinee,South Korean,Asian
Rainz,South Korean,Asian
Bizniz,South Korean,Asian
JYJ,South Korean,Asian
Uniq ,South Korean,Asian
Shin Ji,South Korean,Asian
Kim Jong-min,South Korean,Asian
Category:AOA,South Korean,Asian
Yong Jun-hyung,South Korean,Asian
Ben ,South Korean,Asian
Lee Eun-mi ,South Korean,Asian
Sunny Days,South Korean,Asian
Chen,South Korean,Asian
Moon Hee-joon,South Korean,Asian
Kim Yu-bin,South Korean,Asian
015B,South Korean,Asian
G-Dragon,South Korean,Asian
Jay Park,South Korean,Asian
DIA,South Korean,Asian
Ravi,South Korean,Asian
Jannabi ,South Korean,Asian
B-Bomb,South Korean,Asian
Heyne ,South Korean,Asian
Korean Kittens,South Korean,Asian
Wuno,South Korean,Asian
Kwak Dong-yeon,South Korean,Asian
Zhou Jieqiong,South Korean,Asian
Fanatics,South Korean,Asian
T-ara N4,South Korean,Asian
MeloMance,South Korean,Asian
Krystal Jung,South Korean,Asian
ZE:A,South Korean,Asian
Zelo,South Korean,Asian
U-KISS,South Korean,Asian
Galaxy Express ,South Korean,Asian
Eunhyuk,South Korean,Asian
The Geeks,South Korean,Asian
Messgram,South Korean,Asian
Baro,South Korean,Asian
Newkidd,South Korean,Asian
Enhypen,South Korean,Asian
Category:NCT  members,South Korean,Asian
Park Cho-a,South Korean,Asian
Naul ,South Korean,Asian
Gugudan,South Korean,Asian
Romeo,South Korean,Asian
Chae Jung-an,South Korean,Asian
Min,South Korean,Asian
Category:IKon members,South Korean,Asian
Chocolat,South Korean,Asian
100% ,South Korean,Asian
Lee Soo-man,South Korean,Asian
Twice,South Korean,Asian
Skarf,South Korean,Asian
Lee Chan-hyuk,South Korean,Asian
Tasty,South Korean,Asian
Baek Ye-rin,South Korean,Asian
Younha,South Korean,Asian
Drunken Tiger,South Korean,Asian
Seo Eun-kwang,South Korean,Asian
Lexy ,South Korean,Asian
Chu Ga-yeoul,South Korean,Asian
Kim So-jung,South Korean,Asian
Dean,South Korean,Asian
Soran ,South Korean,Asian
Joo ,South Korean,Asian
Jung Jin-young ,South Korean,Asian
Leo ,South Korean,Asian
Han Sun-hwa,South Korean,Asian
Yoon Jong-shin,South Korean,Asian
Category:Girl's Day members,South Korean,Asian
Kangta & Vanness,South Korean,Asian
Park Ji-yeon,South Korean,Asian
Jeong Eun-ji,South Korean,Asian
Yuju ,South Korean,Asian
Cravity,South Korean,Asian
Changmin,South Korean,Asian
Yoon Do-hyun,South Korean,Asian
Shinhwa,South Korean,Asian
Park Shin-won,South Korean,Asian
Toheart ,South Korean,Asian
Youngjun,South Korean,Asian
One Day ,South Korean,Asian
Hwang Min-hyun,South Korean,Asian
Burning Sun scandal,South Korean,Asian
Soya,South Korean,Asian
Kiha & The Faces,South Korean,Asian
Hwang Min-woo,South Korean,Asian
Juniel,South Korean,Asian
T-max,South Korean,Asian
Choi Jung-in,South Korean,Asian
Giant Pink,South Korean,Asian
Off On Off,South Korean,Asian
Cho Mi-yeon,South Korean,Asian
Cherry Filter,South Korean,Asian
Baekho,South Korean,Asian
Ateez,South Korean,Asian
Defconn,South Korean,Asian
An Ye-seul,South Korean,Asian
Luda ,South Korean,Asian
Hyungdon and Daejun,South Korean,Asian
Ah Young,South Korean,Asian
Black Pearl,South Korean,Asian
Aespa,South Korean,Asian
Category:B.A.P  members,South Korean,Asian
Supernova,South Korean,Asian
SF9 ,South Korean,Asian
Hyomin,South Korean,Asian
Bandage,South Korean,Asian
Category:BTS members,South Korean,Asian
Kim Hyun-joong,South Korean,Asian
Omega X,South Korean,Asian
Park Ji-hoon,South Korean,Asian
Troy ,South Korean,Asian
Kard,South Korean,Asian
Kim Dong-wan,South Korean,Asian
Kim Jin-ho,South Korean,Asian
Lee Min-hyuk,South Korean,Asian
Lina,South Korean,Asian
Soyou,South Korean,Asian
Kim C,South Korean,Asian
Justhis,South Korean,Asian
D1ce,South Korean,Asian
E-Young,South Korean,Asian
Hwayobi,South Korean,Asian
Jung Yu-ri,South Korean,Asian
Noel,South Korean,Asian
Yoo Young-jin,South Korean,Asian
Lil Boi,South Korean,Asian
Category:H.O.T.,South Korean,Asian
Lip Service ,South Korean,Asian
Song Ga-in,South Korean,Asian
Kim Jung-woo ,South Korean,Asian
Lee Seung-hoon ,South Korean,Asian
Zhong Chenle,South Korean,Asian
Vanner,South Korean,Asian
Song Mi-jin,South Korean,Asian
Thunder,South Korean,Asian
Luri ,South Korean,Asian
LC9 ,South Korean,Asian
Gongchan,South Korean,Asian
Park So-jin,South Korean,Asian
Lee Jin-ah,South Korean,Asian
Soran,South Korean,Asian
Kim Sung-kyu,South Korean,Asian
Parc Jae-jung,South Korean,Asian
Koyote,South Korean,Asian
Hooni Yongi,South Korean,Asian
Choiza,South Korean,Asian
AOA,South Korean,Asian
8Eight,South Korean,Asian
X1,South Korean,Asian
KittiB,South Korean,Asian
Leessang,South Korean,Asian
Kim Isak,South Korean,Asian
Chakra ,South Korean,Asian
Kim Jong-kook,South Korean,Asian
Chocolat ,South Korean,Asian
JR,South Korean,Asian
Sweetune,South Korean,Asian
Zhou Mi,South Korean,Asian
Victon,South Korean,Asian
Tiger JK,South Korean,Asian
Togeworl,South Korean,Asian
Jung Dong-ha,South Korean,Asian
Super Junior-K.R.Y.,South Korean,Asian
Choi Jin-young,South Korean,Asian
Haha,South Korean,Asian
XXX,South Korean,Asian
Kim Jae-yong,South Korean,Asian
Lee Seok-hoon,South Korean,Asian
VIXX LR,South Korean,Asian
Okasian,South Korean,Asian
WANNA.B,South Korean,Asian
One,South Korean,Asian
Category:Brown Eyed Girls members,South Korean,Asian
Han Hee-jun,South Korean,Asian
Wendy,South Korean,Asian
Lee Ki-chan,South Korean,Asian
Category:Block B members,South Korean,Asian
Two X,South Korean,Asian
OnlyOneOf,South Korean,Asian
K'Pop,South Korean,Asian
Hwasa,South Korean,Asian
Zick Jasper,South Korean,Asian
NU'EST,South Korean,Asian
Kim Heung-gook,South Korean,Asian
Crucial Star,South Korean,Asian
Maytree,South Korean,Asian
GFriend,South Korean,Asian
Epex,South Korean,Asian
P-Type,South Korean,Asian
2Yoon,South Korean,Asian
Junoflo,South Korean,Asian
Shinsadong Tiger,South Korean,Asian
Category:4Minute members,South Korean,Asian
Romi Park,South Korean,Asian
AOA Black,South Korean,Asian
Lee Hee-jin,South Korean,Asian
